日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,板块名称,股票代码
2023-04-03,39.84,40.35,40.55,39.26,22179,88462459.15,3.23,1.08,0.43,1.46,动物保健,002868
2023-04-04,40.19,39.55,40.4,39.05,19313,76451927.06,3.35,-1.98,-0.8,1.27,动物保健,002868
2023-04-03,27.25,27.34,27.89,26.79,16444,44982841.0,4.04,0.48,0.13,1.32,动物保健,688526
2023-04-04,27.6,26.72,27.78,26.5,13394,36119565.0,4.68,-2.27,-0.62,1.07,动物保健,688526
2023-04-03,39.33,40.7,41.4,39.25,48832,197623348.0,5.43,2.8,1.11,1.52,畜禽养殖,300761
2023-04-04,40.71,42.46,43.46,40.71,59965,254519507.58,6.76,4.32,1.76,1.86,畜禽养殖,300761
2023-04-03,7.78,8.18,8.31,7.73,755260,612936456.41,7.37,3.94,0.31,6.56,畜禽养殖,000735
2023-04-04,8.07,8.16,8.33,8.07,529630,433966132.99,3.18,-0.24,-0.02,4.6,畜禽养殖,000735
2023-04-03,3.27,3.37,3.38,3.25,484866,162374173.43,3.94,2.12,0.07,1.99,畜禽养殖,002157
2023-04-04,3.37,3.5,3.6,3.35,1330700,468212248.0,7.42,3.86,0.13,5.46,畜禽养殖,002157
2023-04-03,30.18,31.25,31.56,30.11,37195,115816941.52,4.8,3.55,1.07,3.53,畜禽养殖,001201
2023-04-04,31.23,32.49,33.98,30.87,61893,202455666.53,9.95,3.97,1.24,5.87,畜禽养殖,001201
2023-04-03,48.71,49.88,50.5,48.5,529704,2648090154.32,4.08,1.8,0.88,1.46,畜禽养殖,002714
2023-04-04,49.88,50.66,51.6,49.8,617794,3135317382.07,3.61,1.56,0.78,1.7,畜禽养殖,002714
2023-04-03,3.58,3.66,3.66,3.57,33925,12302093.5,2.52,2.52,0.09,0.49,水产养殖,002069
2023-04-04,3.65,3.59,3.67,3.59,38569,13982789.0,2.19,-1.91,-0.07,0.56,水产养殖,002069
2023-04-03,25.68,26.2,26.43,25.68,19674,51525006.0,2.91,1.55,0.4,2.98,畜禽养殖,605296
2023-04-04,26.18,26.47,26.94,26.16,29893,79378249.0,2.98,1.03,0.27,4.52,畜禽养殖,605296
2023-04-03,19.08,19.52,19.74,18.94,121384,235050609.0,4.17,1.67,0.32,11.62,畜禽养殖,300967
2023-04-04,19.28,19.47,19.91,19.28,109880,215093897.94,3.23,-0.26,-0.05,10.51,畜禽养殖,300967
2023-04-03,5.74,5.9,5.95,5.73,534988,315179384.65,3.79,1.72,0.1,3.48,畜禽养殖,002124
2023-04-04,5.9,5.95,6.08,5.86,681051,408703027.0,3.73,0.85,0.05,4.43,畜禽养殖,002124
2023-04-03,43.12,43.83,44.29,42.84,16853,73747544.16,3.35,1.22,0.53,3.63,畜禽养殖,002982
2023-04-04,44.02,43.65,44.88,43.36,24387,107761806.18,3.47,-0.41,-0.18,5.25,畜禽养殖,002982
2023-04-03,30.4,33.36,33.36,30.13,273510,875260312.0,10.65,9.99,3.03,5.68,畜禽养殖,603477
2023-04-04,33.5,35.34,36.61,33.15,284433,1003217485.0,10.37,5.94,1.98,5.9,畜禽养殖,603477
2023-04-03,11.0,11.28,11.41,10.97,104105,116810951.0,4.05,3.87,0.42,4.32,海洋捕捞,600097
2023-04-04,11.35,11.45,11.92,11.34,112807,131084576.0,5.14,1.51,0.17,4.68,海洋捕捞,600097
2023-04-03,20.31,20.6,21.4,20.31,680363,1418616703.0,5.32,0.64,0.13,1.27,畜禽养殖,300498
2023-04-04,20.82,21.89,22.08,20.66,1161101,2520331323.11,6.89,6.26,1.29,2.17,畜禽养殖,300498
2023-04-03,7.24,7.25,7.35,7.2,63285,45955127.0,2.07,0.14,0.01,0.77,畜禽养殖,600965
2023-04-04,7.25,7.17,7.32,7.13,62190,44873488.0,2.62,-1.1,-0.08,0.76,畜禽养殖,600965
2023-04-03,24.45,24.46,25.15,24.16,144824,358294411.26,4.01,-0.81,-0.2,1.18,畜禽养殖,002299
2023-04-04,24.51,24.84,25.29,24.26,167203,416443159.06,4.21,1.55,0.38,1.36,畜禽养殖,002299
2023-04-03,10.43,11.37,11.55,10.43,877933,979237158.0,10.53,6.86,0.73,13.45,畜禽养殖,600975
2023-04-04,11.32,12.51,12.51,11.32,743108,910716355.0,10.47,10.03,1.14,11.39,畜禽养殖,600975
2023-04-03,2.51,2.52,2.53,2.5,141492,35598425.0,1.2,0.4,0.01,0.97,水产养殖,600467
2023-04-04,2.52,2.5,2.53,2.48,219571,55050277.0,1.98,-0.79,-0.02,1.5,水产养殖,600467
2023-04-03,5.45,5.47,5.52,5.4,88180,48261122.0,2.2,0.37,0.02,1.83,水产养殖,600257
2023-04-04,5.46,5.38,5.52,5.36,84343,45722820.0,2.93,-1.65,-0.09,1.75,水产养殖,600257
2023-04-03,2.67,2.67,2.7,2.66,43084,11548146.34,1.5,0.0,0.0,0.2,畜禽养殖,002321
2023-04-04,2.67,2.7,2.71,2.66,90735,24393973.38,1.87,1.12,0.03,0.43,畜禽养殖,002321
2023-04-03,5.4,5.45,5.51,5.4,215332,117471178.0,2.03,0.37,0.02,2.44,水产养殖,300094
2023-04-04,5.43,5.38,5.56,5.36,323484,176699989.66,3.67,-1.28,-0.07,3.66,水产养殖,300094
2023-04-03,21.06,20.69,21.42,20.44,150083,314123253.76,4.65,-1.76,-0.37,4.95,畜禽养殖,002234
2023-04-04,20.6,20.96,21.2,20.5,101149,211388708.88,3.38,1.3,0.27,3.33,畜禽养殖,002234
2023-04-03,15.11,14.86,15.36,14.69,239452,359152767.81,4.43,-1.65,-0.25,3.54,畜禽养殖,002458
2023-04-04,14.82,15.23,15.34,14.7,217908,328597080.68,4.31,2.49,0.37,3.22,畜禽养殖,002458
2023-04-03,11.2,11.04,11.2,10.92,67308,74450668.5,2.49,-1.87,-0.21,1.84,海洋捕捞,000798
2023-04-04,10.95,11.09,11.2,10.92,54288,59999274.21,2.54,0.45,0.05,1.48,海洋捕捞,000798
2023-04-03,8.84,8.94,9.05,8.81,132419,118758398.15,2.7,0.68,0.06,1.87,畜禽养殖,002746
2023-04-04,8.95,8.92,9.07,8.87,115485,103559984.1,2.24,-0.22,-0.02,1.63,畜禽养殖,002746
2023-04-03,5.7,5.74,5.75,5.66,20068,11477933.0,1.58,1.06,0.06,1.09,畜禽养殖,300313
2023-04-04,5.75,5.66,5.76,5.63,23581,13417556.16,2.26,-1.39,-0.08,1.28,畜禽养殖,300313
2023-04-03,4.13,4.12,4.15,4.1,122615,50480702.0,1.21,-0.48,-0.02,0.93,煤炭开采,600758
2023-04-04,4.12,4.1,4.12,4.08,99043,40562200.0,0.97,-0.49,-0.02,0.75,煤炭开采,600758
2023-04-03,20.5,20.2,20.76,20.0,429606,872099481.0,3.74,-0.69,-0.14,0.44,煤炭开采,601225
2023-04-04,20.13,20.33,20.5,20.07,303290,615562105.0,2.13,0.64,0.13,0.31,煤炭开采,601225
2023-04-03,8.76,8.88,9.09,8.76,454524,405579339.0,3.79,1.95,0.17,3.79,煤炭开采,600971
2023-04-04,8.86,9.07,9.23,8.84,397399,360139031.0,4.39,2.14,0.19,3.31,煤炭开采,600971
2023-04-03,21.99,22.19,22.56,21.81,194818,431425923.0,3.42,1.14,0.25,0.65,煤炭开采,601699
2023-04-04,21.95,21.9,22.39,21.7,174356,383257917.0,3.11,-1.31,-0.29,0.58,煤炭开采,601699
2023-04-03,2.95,2.94,2.97,2.93,93651,27591056.0,1.36,0.0,0.0,0.95,煤炭开采,600397
2023-04-04,2.94,2.89,2.94,2.88,112649,32656428.0,2.04,-1.7,-0.05,1.14,煤炭开采,600397
2023-04-03,4.14,4.14,4.18,4.13,146225,60648308.0,1.21,0.24,0.01,0.56,煤炭开采,601918
2023-04-04,4.14,4.13,4.16,4.11,161549,66730868.0,1.21,-0.24,-0.01,0.62,煤炭开采,601918
2023-04-03,11.23,11.1,11.45,11.02,263253,294702991.0,3.84,-0.8,-0.09,1.57,煤炭开采,601001
2023-04-04,11.06,11.05,11.17,10.97,149778,165621399.0,1.8,-0.45,-0.05,0.89,煤炭开采,601001
2023-04-03,14.04,14.07,14.22,14.02,55421,78189474.0,1.42,-0.07,-0.01,0.77,煤炭开采,600508
2023-04-04,14.05,14.04,14.14,13.94,49567,69563034.0,1.42,-0.21,-0.03,0.69,煤炭开采,600508
2023-04-03,28.3,27.89,28.55,27.88,290884,819131839.0,2.38,-0.99,-0.28,0.18,煤炭开采,601088
2023-04-04,27.9,28.21,28.29,27.81,223978,629852626.0,1.72,1.15,0.32,0.14,煤炭开采,601088
2023-04-03,13.44,13.33,13.57,13.22,161139,215200436.28,2.6,-0.82,-0.11,0.84,煤炭开采,002128
2023-04-04,13.31,13.17,13.37,13.09,132907,175395163.84,2.1,-1.2,-0.16,0.69,煤炭开采,002128
2023-04-03,3.58,3.6,3.62,3.58,129323,46548174.0,1.11,0.28,0.01,0.68,焦炭加工,601011
2023-04-04,3.61,3.58,3.61,3.55,108327,38754619.0,1.67,-0.56,-0.02,0.57,焦炭加工,601011
2023-04-03,3.35,3.35,3.37,3.33,48416,16198824.0,1.19,0.0,0.0,0.49,焦炭加工,600792
2023-04-04,3.35,3.31,3.35,3.29,59262,19650064.0,1.79,-1.19,-0.04,0.6,焦炭加工,600792
2023-04-03,5.55,5.57,5.59,5.54,135365,75354423.0,0.9,0.54,0.03,0.53,焦炭加工,600740
2023-04-04,5.57,5.56,5.59,5.55,139064,77385761.0,0.72,-0.18,-0.01,0.54,焦炭加工,600740
2023-04-03,9.21,9.19,9.27,9.12,281191,258406760.17,1.63,0.11,0.01,0.71,焦炭加工,000723
2023-04-04,9.19,9.18,9.26,9.12,273646,250939490.73,1.52,-0.11,-0.01,0.69,焦炭加工,000723
2023-04-03,16.0,16.01,16.44,15.98,418091,676205855.0,2.89,0.5,0.08,2.11,煤炭开采,600546
2023-04-04,15.96,16.07,16.26,15.85,328300,527286319.0,2.56,0.37,0.06,1.66,煤炭开采,600546
2023-04-03,10.0,10.24,10.43,9.92,137248,140529201.0,5.13,2.91,0.29,1.61,焦炭加工,603113
2023-04-04,10.27,10.1,10.28,10.03,67705,68535649.0,2.44,-1.37,-0.14,0.79,焦炭加工,603113
2023-04-03,5.13,5.15,5.17,5.08,83386,42665423.0,1.75,0.39,0.02,0.35,煤炭开采,600403
2023-04-04,5.14,5.23,5.33,5.11,168989,88499184.0,4.27,1.55,0.08,0.71,煤炭开采,600403
2023-04-03,6.98,7.02,7.1,6.98,83946,59090854.0,1.72,0.57,0.04,0.53,焦炭加工,600997
2023-04-04,7.03,6.97,7.04,6.96,84923,59377823.0,1.14,-0.71,-0.05,0.53,焦炭加工,600997
2023-04-03,6.9,6.94,6.97,6.86,286035,197929814.32,1.61,1.46,0.1,0.98,煤炭开采,000937
2023-04-04,6.91,7.05,7.19,6.87,451751,318783942.16,4.61,1.59,0.11,1.55,煤炭开采,000937
2023-04-03,10.45,10.4,10.55,10.39,374662,392112043.0,1.54,0.29,0.03,1.63,煤炭开采,601666
2023-04-04,10.38,10.41,10.54,10.25,347077,360495920.0,2.79,0.1,0.01,1.51,煤炭开采,601666
2023-04-03,12.87,12.86,13.01,12.81,129155,166553648.0,1.56,0.16,0.02,1.13,煤炭开采,600123
2023-04-04,12.83,12.86,12.99,12.72,124011,159579015.0,2.1,0.0,0.0,1.09,煤炭开采,600123
2023-04-03,4.81,4.82,4.86,4.81,93079,44898660.0,1.04,0.21,0.01,0.76,煤炭开采,600121
2023-04-04,4.8,4.8,4.88,4.76,120095,57776843.0,2.49,-0.41,-0.02,0.99,煤炭开采,600121
2023-04-03,6.32,6.37,6.38,6.31,82641,52419306.0,1.11,0.79,0.05,0.57,煤炭开采,601101
2023-04-04,6.36,6.37,6.39,6.33,72004,45769416.0,0.94,0.0,0.0,0.5,煤炭开采,601101
2023-04-03,35.6,35.51,36.34,35.4,301096,1078797101.0,2.64,-0.17,-0.06,1.01,煤炭开采,600188
2023-04-04,35.33,35.45,35.72,35.16,235761,834397966.0,1.58,-0.17,-0.06,0.79,煤炭开采,600188
2023-04-03,7.24,7.23,7.31,7.21,219521,159263487.0,1.38,0.0,0.0,1.02,煤炭开采,600395
2023-04-04,7.24,7.25,7.31,7.19,190145,137968701.0,1.66,0.28,0.02,0.89,煤炭开采,600395
2023-04-03,7.95,7.99,8.06,7.94,342880,274296155.0,1.52,1.14,0.09,0.37,煤炭开采,601898
2023-04-04,8.01,7.97,8.05,7.93,339260,270921867.0,1.5,-0.25,-0.02,0.37,煤炭开采,601898
2023-04-03,13.84,13.9,14.15,13.84,318172,444758926.0,2.24,0.58,0.08,1.32,煤炭开采,600348
2023-04-04,13.83,13.8,13.96,13.65,229169,315945881.0,2.23,-0.72,-0.1,0.95,煤炭开采,600348
2023-04-03,13.58,13.59,13.92,13.51,205150,280302837.0,3.02,0.22,0.03,0.83,煤炭开采,600985
2023-04-04,13.54,13.55,13.67,13.41,158344,214166614.0,1.91,-0.29,-0.04,0.64,煤炭开采,600985
2023-04-03,2.66,2.66,2.68,2.63,44134,11715941.0,1.87,-0.37,-0.01,0.29,煤炭开采,600726
2023-04-04,2.66,2.66,2.7,2.62,50925,13563355.0,3.01,0.0,0.0,0.33,煤炭开采,600726
2023-04-03,3.36,3.37,3.4,3.35,221636,74590830.24,1.49,0.3,0.01,0.88,煤炭开采,000552
2023-04-04,3.36,3.4,3.41,3.35,227746,77079587.0,1.78,0.89,0.03,0.91,煤炭开采,000552
2023-04-03,4.78,4.8,4.81,4.75,88840,42493449.0,1.26,0.63,0.03,0.43,焦炭加工,601015
2023-04-04,4.8,4.76,4.81,4.74,82064,39144309.0,1.46,-0.83,-0.04,0.4,焦炭加工,601015
2023-04-03,2.22,2.22,2.25,2.18,250417,55620285.8,3.27,3.74,0.08,3.08,煤炭开采,000571
2023-04-04,2.18,2.18,2.21,2.15,134307,29243483.83,2.7,-1.8,-0.04,1.65,煤炭开采,000571
2023-04-03,11.05,11.08,11.21,11.04,547782,610206654.86,1.55,0.82,0.09,1.34,煤炭开采,000983
2023-04-04,11.02,10.9,11.14,10.83,407756,446229026.05,2.8,-1.62,-0.18,1.0,煤炭开采,000983
2023-04-03,3.1,3.1,3.13,3.08,143069,44419639.0,1.62,0.32,0.01,0.73,其他种植业,600108
2023-04-04,3.11,3.11,3.12,3.09,163143,50646546.0,0.97,0.32,0.01,0.84,其他种植业,600108
2023-04-03,15.96,16.09,16.15,15.88,1095,1756685.0,1.69,0.81,0.13,0.08,林业,600265
2023-04-04,15.91,16.04,16.16,15.9,839,1340936.0,1.62,-0.31,-0.05,0.06,林业,600265
2023-04-03,2.54,2.54,2.56,2.53,127870,32467639.0,1.18,0.0,0.0,0.67,林业,000592
2023-04-04,2.54,2.51,2.54,2.51,144269,36356885.0,1.18,-1.18,-0.03,0.75,林业,000592
2023-04-03,9.6,9.74,9.76,9.48,260132,251617658.66,2.92,1.46,0.14,4.24,种子生产,000713
2023-04-04,9.75,9.77,9.91,9.56,292332,285031477.38,3.59,0.31,0.03,4.76,种子生产,000713
2023-04-03,16.37,16.15,16.45,16.01,174305,282003505.0,2.69,-1.34,-0.22,2.73,种子生产,300087
2023-04-04,16.11,15.61,16.11,15.33,217713,341118411.97,4.83,-3.34,-0.54,3.41,种子生产,300087
2023-04-03,7.53,7.58,7.6,7.52,15770,11926894.0,1.06,0.8,0.06,0.67,其他种植业,600883
2023-04-04,7.6,7.43,7.61,7.38,21115,15761293.0,3.03,-1.98,-0.15,0.89,其他种植业,600883
2023-04-03,18.7,18.77,18.83,18.6,36514,68435584.11,1.23,0.37,0.07,0.41,种子生产,002041
2023-04-04,18.8,18.59,18.8,18.46,43687,81304311.89,1.81,-0.96,-0.18,0.5,种子生产,002041
2023-04-03,3.96,3.98,4.02,3.95,133652,53298754.0,1.75,-0.25,-0.01,1.39,种子生产,300189
2023-04-04,3.98,3.95,3.99,3.92,122445,48399120.0,1.76,-0.75,-0.03,1.27,种子生产,300189
2023-04-03,12.45,12.61,12.65,12.45,27033,33975716.0,1.6,0.8,0.1,0.92,种子生产,600371
2023-04-04,12.61,12.43,12.7,12.37,31765,39768551.0,2.62,-1.43,-0.18,1.09,种子生产,600371
2023-04-03,4.69,4.71,4.79,4.65,550069,260176743.0,2.99,0.64,0.03,1.29,其他种植业,601118
2023-04-04,4.68,4.69,4.78,4.67,321000,151331365.0,2.34,-0.42,-0.02,0.75,其他种植业,601118
2023-04-03,8.68,8.86,9.07,8.62,159065,141484286.51,5.26,3.5,0.3,3.95,其他种植业,002772
2023-04-04,8.85,9.05,9.12,8.85,145164,130908349.82,3.05,2.14,0.19,3.6,其他种植业,002772
2023-04-03,4.36,4.4,4.41,4.35,28145,12349686.0,1.38,0.92,0.04,0.48,其他种植业,600540
2023-04-04,4.4,4.32,4.4,4.3,40837,17745737.0,2.27,-1.82,-0.08,0.7,其他种植业,600540
2023-04-03,11.8,11.85,11.88,11.76,47743,56538250.0,1.02,0.34,0.04,0.35,粮食种植,601952
2023-04-04,11.86,11.75,11.89,11.7,71899,84746174.0,1.6,-0.84,-0.1,0.52,粮食种植,601952
2023-04-03,13.41,13.43,13.49,13.38,155251,208473418.0,0.82,0.07,0.01,0.87,粮食种植,600598
2023-04-04,13.43,13.4,13.48,13.34,155551,208543681.0,1.04,-0.22,-0.03,0.88,粮食种植,600598
2023-04-03,5.97,6.02,6.05,5.9,23221,13856038.2,2.51,0.84,0.05,3.26,种子生产,831087
2023-04-04,6.0,5.95,6.02,5.9,8675,5169391.54,1.99,-1.16,-0.07,1.22,种子生产,831087
2023-04-03,8.22,8.31,8.34,8.21,45600,37768779.0,1.58,1.09,0.09,1.2,其他种植业,600359
2023-04-04,8.3,8.31,8.38,8.27,63050,52488558.0,1.32,0.0,0.0,1.65,其他种植业,600359
2023-04-03,9.9,9.9,9.95,9.84,209170,207075329.0,1.11,0.1,0.01,1.96,种子生产,600313
2023-04-04,9.9,9.76,9.94,9.66,264020,258716246.0,2.83,-1.41,-0.14,2.47,种子生产,600313
2023-04-03,9.34,9.3,9.34,9.13,76624,70750058.56,2.26,0.22,0.02,2.5,林业,000663
2023-04-04,9.3,9.14,9.3,9.1,65571,60158666.18,2.15,-1.72,-0.16,2.14,林业,000663
2023-04-03,16.4,16.39,16.77,16.25,261563,429621172.26,3.14,-1.15,-0.19,2.02,种子生产,000998
2023-04-04,16.39,16.22,16.57,15.95,249798,405350138.16,3.78,-1.04,-0.17,1.93,种子生产,000998
2023-04-03,28.87,30.68,31.6,28.87,97188,295669191.0,9.22,3.65,1.08,12.99,其他种植业,300972
2023-04-04,30.41,29.5,30.54,29.23,69097,205175894.66,4.27,-3.85,-1.18,9.24,其他种植业,300972
2023-04-03,6.77,7.2,7.25,6.71,275428,194608423.0,7.96,6.19,0.42,6.75,其他种植业,300511
2023-04-04,7.18,7.2,7.27,7.11,139535,100222024.43,2.22,0.0,0.0,3.42,其他种植业,300511
2023-04-03,11.91,11.89,11.95,11.84,13509,16055686.0,0.93,0.0,0.0,0.57,林业,002679
2023-04-04,11.88,11.71,11.88,11.66,18606,21848741.2,1.85,-1.51,-0.18,0.79,林业,002679
2023-04-03,7.02,7.11,7.11,6.98,131573,93022959.0,1.84,0.71,0.05,2.49,种子生产,600354
2023-04-04,7.09,7.0,7.1,6.94,132927,93314145.0,2.25,-1.55,-0.11,2.52,种子生产,600354
2023-04-03,19.25,19.7,19.78,19.2,35241,69033791.0,3.0,2.02,0.39,5.16,其他种植业,300970
2023-04-04,19.7,19.69,20.0,19.47,35865,70743624.68,2.69,-0.05,-0.01,5.25,其他种植业,300970
2023-04-03,6.23,6.56,6.74,6.23,830360,548879814.0,8.32,7.01,0.43,1.88,油服工程,600583
2023-04-04,6.62,6.63,6.72,6.53,430218,284818337.0,2.9,1.07,0.07,0.97,油服工程,600583
2023-04-03,3.62,3.78,3.94,3.61,730210,275360415.0,9.51,8.93,0.31,10.46,油服工程,300157
2023-04-04,3.78,3.73,3.94,3.71,510702,192560989.09,6.08,-1.32,-0.05,7.32,油服工程,300157
2023-04-03,17.57,17.64,18.29,17.57,1169315,2095313338.0,4.23,3.52,0.6,6.68,油气开采,600938
2023-04-04,17.89,18.06,18.28,17.77,823076,1484875093.0,2.89,2.38,0.42,4.7,油气开采,600938
2023-04-03,4.36,4.39,4.46,4.35,436318,191884599.0,2.59,3.54,0.15,9.0,油服工程,300164
2023-04-04,4.39,4.4,4.54,4.38,396856,176536853.7,3.64,0.23,0.01,8.18,油服工程,300164
2023-04-03,13.05,12.9,13.16,12.88,25875,33636000.0,2.19,0.78,0.1,0.99,油气开采,300483
2023-04-04,12.97,12.83,13.07,12.81,19845,25605881.0,2.02,-0.54,-0.07,0.76,油气开采,300483
2023-04-03,9.38,9.44,9.68,9.38,1004703,952522318.0,3.24,2.05,0.19,1.53,油气开采,600256
2023-04-04,9.5,9.36,9.5,9.27,672706,629973670.0,2.44,-0.85,-0.08,1.02,油气开采,600256
2023-04-03,19.0,19.09,19.68,19.0,76188,146931032.0,3.67,3.02,0.56,3.46,油服工程,300191
2023-04-04,19.11,19.2,19.64,19.04,49840,96117144.29,3.14,0.58,0.11,2.26,油服工程,300191
2023-04-03,3.34,3.45,3.57,3.33,1212746,419180818.0,7.27,4.55,0.15,1.19,油服工程,600968
2023-04-04,3.47,3.51,3.54,3.43,663751,231608369.0,3.19,1.74,0.06,0.65,油服工程,600968
2023-04-03,2.26,2.28,2.29,2.25,140772,31980152.0,1.79,1.79,0.04,0.62,油气开采,600759
2023-04-04,2.28,2.29,2.29,2.27,95678,21812428.0,0.88,0.44,0.01,0.42,油气开采,600759
2023-04-03,23.24,23.25,23.49,23.13,41974,97873167.0,1.56,0.65,0.15,1.12,燃气Ⅲ,603393
2023-04-04,23.23,23.04,23.34,22.97,29491,68153317.0,1.59,-0.9,-0.21,0.78,燃气Ⅲ,603393
2023-04-03,13.0,12.94,13.25,12.92,49334,64381379.0,2.58,1.25,0.16,1.75,油服工程,603727
2023-04-04,13.03,13.11,13.25,12.95,56199,73644400.0,2.32,1.31,0.17,1.99,油服工程,603727
2023-04-03,8.04,8.06,8.14,8.03,82746,66845448.44,1.38,1.13,0.09,0.86,油气开采,000968
2023-04-04,8.1,8.03,8.15,8.0,75564,60935878.84,1.86,-0.37,-0.03,0.78,油气开采,000968
2023-04-03,3.82,3.79,3.87,3.76,1232499,470105025.0,2.93,1.07,0.04,2.21,油服工程,600339
2023-04-04,3.78,3.95,4.03,3.77,1924560,753847866.0,6.86,4.22,0.16,3.45,油服工程,600339
2023-04-03,3.88,3.88,3.93,3.82,173327,67075178.1,2.89,1.84,0.07,5.03,油服工程,002629
2023-04-04,3.89,3.82,3.96,3.77,177704,68400665.1,4.9,-1.55,-0.06,5.16,油服工程,002629
2023-04-03,3.87,3.92,3.93,3.86,261055,101931765.6,1.83,2.62,0.1,3.06,油服工程,002554
2023-04-04,3.92,3.89,3.97,3.88,163908,64247699.52,2.3,-0.77,-0.03,1.92,油服工程,002554
2023-04-03,7.03,7.03,7.13,7.02,93906,66332770.73,1.61,2.78,0.19,3.6,油服工程,002207
2023-04-04,7.04,7.07,7.3,7.03,82284,58597909.88,3.84,0.57,0.04,3.16,油服工程,002207
2023-04-03,2.58,2.55,2.6,2.54,1526982,391192263.0,2.39,1.59,0.04,2.4,油气开采,600777
2023-04-04,2.57,2.62,2.64,2.55,2813232,731671435.0,3.53,2.75,0.07,4.42,油气开采,600777
2023-04-03,9.35,9.19,9.41,9.18,94512,87635714.2,2.52,0.55,0.05,6.27,油服工程,002828
2023-04-04,9.24,9.3,9.4,9.12,106723,98938215.01,3.05,1.2,0.11,7.08,油服工程,002828
2023-04-03,17.2,17.01,17.5,16.8,222574,382445026.0,4.3,4.55,0.74,5.56,油服工程,603619
2023-04-04,17.3,16.81,17.49,16.78,148952,254365140.0,4.17,-1.18,-0.2,3.72,油服工程,603619
2023-04-03,14.85,14.97,15.2,14.78,178882,268094604.0,2.88,2.67,0.39,0.6,油服工程,601808
2023-04-04,15.09,15.02,15.19,14.88,103624,155563681.0,2.07,0.33,0.05,0.35,油服工程,601808
2023-04-03,2.13,2.14,2.19,2.12,1127976,243210124.0,3.33,1.9,0.04,0.83,油服工程,600871
2023-04-04,2.15,2.23,2.26,2.15,1796191,398844429.0,5.14,4.21,0.09,1.32,油服工程,600871
2023-04-03,18.5,20.03,20.03,18.01,201255,383359159.65,11.09,9.99,1.82,49.88,饲料,001366
