日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,板块名称,股票代码
2023-05-04,19.99,20.15,20.32,19.41,455309,907131799.0,4.52,0.0,0.0,1.52,煤炭开采,601699
2023-05-04,2.99,3.03,3.04,2.95,145642,43918309.0,3.0,1.0,0.03,1.47,煤炭开采,600397
2023-05-04,4.14,4.22,4.23,4.13,299900,125805747.0,2.41,1.69,0.07,1.16,煤炭开采,601918
2023-05-04,10.25,10.11,10.46,10.07,398634,405082645.0,3.49,-9.49,-1.06,2.38,煤炭开采,601001
2023-05-04,14.49,14.85,14.95,14.33,137686,203749730.0,4.25,1.78,0.26,1.91,煤炭开采,600508
2023-05-04,28.85,29.57,29.71,28.42,361589,1059445310.0,4.44,1.69,0.49,0.22,煤炭开采,601088
2023-05-04,13.39,13.82,13.9,13.31,203713,278799442.01,4.38,2.6,0.35,1.06,煤炭开采,002128
2023-05-04,3.55,3.59,3.6,3.55,130580,46723240.0,1.4,0.28,0.01,0.68,焦炭加工,601011
2023-05-04,3.24,3.32,3.32,3.23,49500,16316848.0,2.76,1.84,0.06,0.5,焦炭加工,600792
2023-05-04,5.35,5.4,5.42,5.31,149132,80226349.0,2.04,0.37,0.02,0.58,焦炭加工,600740
2023-05-04,7.89,7.99,8.03,7.82,220948,176255559.5,2.65,1.01,0.08,0.56,焦炭加工,000723
2023-05-04,17.1,17.13,17.31,16.7,398735,682230307.0,3.53,-0.98,-0.17,2.01,煤炭开采,600546
2023-05-04,9.05,9.09,9.21,8.93,72150,65517573.0,3.02,-2.05,-0.19,0.84,焦炭加工,603113
2023-05-04,4.75,4.82,4.85,4.69,139195,66756012.0,3.36,1.26,0.06,0.58,煤炭开采,600403
2023-05-04,6.88,6.97,7.03,6.78,135030,93425547.0,3.63,1.16,0.08,0.85,焦炭加工,600997
2023-05-04,7.3,7.49,7.52,7.2,687951,508883491.06,4.32,1.22,0.09,2.37,煤炭开采,000937
2023-05-04,9.5,9.55,9.64,9.31,283397,269086472.0,3.43,-0.73,-0.07,1.24,煤炭开采,601666
2023-05-04,12.57,12.68,12.73,12.36,126828,159760128.0,2.91,-0.24,-0.03,1.11,煤炭开采,600123
2023-05-04,4.51,4.57,4.58,4.45,109782,49814635.0,2.88,1.33,0.06,0.9,煤炭开采,600121
2023-05-04,6.3,6.41,6.42,6.25,120809,76799097.0,2.68,0.94,0.06,0.84,煤炭开采,601101
2023-05-04,33.8,33.84,34.12,32.8,239057,801309435.0,3.84,-1.6,-0.55,0.8,煤炭开采,600188
2023-05-04,6.75,6.74,6.78,6.67,130486,87849905.0,1.62,-0.59,-0.04,0.61,煤炭开采,600395
2023-05-04,8.89,8.91,8.96,8.61,334422,294793733.0,3.88,-1.11,-0.1,0.37,煤炭开采,601898
2023-05-04,13.95,14.02,14.17,13.63,249553,348437542.0,3.86,0.14,0.02,1.04,煤炭开采,600348
2023-05-04,13.42,13.67,13.72,13.17,206209,279058845.0,4.05,0.59,0.08,0.83,煤炭开采,600985
2023-05-04,2.71,2.72,2.72,2.69,58943,15963806.0,1.11,0.37,0.01,0.38,煤炭开采,600726
2023-05-04,3.35,3.45,3.48,3.34,550013,188626064.34,4.15,2.37,0.08,2.2,煤炭开采,000552
2023-05-04,4.49,4.54,4.56,4.45,79219,35827517.0,2.43,0.22,0.01,0.39,焦炭加工,601015
2023-05-04,2.3,2.3,2.3,2.26,318079,73018797.49,1.83,5.02,0.11,3.91,煤炭开采,000571
2023-05-04,10.18,10.18,10.28,10.02,360967,367348544.46,2.53,-0.88,-0.09,0.88,煤炭开采,000983
2023-05-04,3.12,3.17,3.18,3.12,281186,88833322.0,1.92,1.28,0.04,1.44,其他种植业,600108
2023-05-04,15.99,15.85,16.08,15.79,2671,4256131.0,1.82,-0.44,-0.07,0.21,林业,600265
2023-05-04,2.39,2.44,2.45,2.38,194088,47140961.58,2.93,2.09,0.05,1.01,林业,000592
2023-05-04,9.0,9.22,9.3,8.97,148960,136352290.14,3.66,2.33,0.21,2.43,种子生产,000713
2023-05-04,15.26,15.44,15.54,15.14,105437,161904283.1,2.63,1.58,0.24,1.65,种子生产,300087
2023-05-04,7.17,7.51,7.55,7.17,47510,35406193.0,5.3,4.74,0.34,2.01,其他种植业,600883
2023-05-04,16.79,17.18,17.49,16.75,89716,153973176.72,4.39,1.9,0.32,1.02,种子生产,002041
2023-05-04,3.42,3.47,3.48,3.41,149931,51809774.28,2.05,1.76,0.06,1.56,种子生产,300189
2023-05-04,11.85,12.0,12.04,11.79,29241,34931055.0,2.11,1.1,0.13,1.0,种子生产,600371
2023-05-04,4.62,4.72,4.77,4.61,377472,177599236.0,3.43,1.29,0.06,0.88,其他种植业,601118
2023-05-04,10.9,11.11,11.13,10.76,134370,147839302.43,3.39,1.93,0.21,3.46,其他种植业,002772
2023-05-04,4.35,4.49,4.5,4.3,108261,48073456.0,4.62,3.7,0.16,1.86,其他种植业,600540
2023-05-04,11.83,11.96,12.0,11.77,70294,83630904.0,1.92,-0.25,-0.03,0.51,粮食种植,601952
2023-05-04,13.57,13.75,13.76,13.52,189791,259404074.0,1.77,1.33,0.18,1.07,粮食种植,600598
2023-05-04,6.65,6.66,6.71,6.53,26700,17710324.39,2.7,0.0,0.0,4.13,种子生产,831087
2023-05-04,7.9,7.99,8.01,7.84,43162,34352731.0,2.15,1.01,0.08,1.13,其他种植业,600359
2023-05-04,8.9,9.01,9.08,8.83,189196,169898126.0,2.81,1.12,0.1,1.77,种子生产,600313
2023-05-04,9.22,9.52,9.55,9.16,127015,119682714.95,4.3,5.08,0.46,4.15,林业,000663
2023-05-04,15.26,15.9,15.97,15.24,340677,535810630.1,4.79,4.4,0.67,2.63,种子生产,000998
2023-05-04,39.87,38.51,40.5,36.07,64176,246949563.66,11.26,-2.16,-0.85,8.58,其他种植业,300972
2023-05-04,7.85,7.95,8.05,7.78,330085,262615916.6,3.48,2.45,0.19,8.09,其他种植业,300511
2023-05-04,11.04,11.22,11.28,10.98,19877,22233887.84,2.73,2.28,0.25,0.84,林业,002679
2023-05-04,6.75,7.04,7.05,6.75,327553,228107344.0,4.48,5.23,0.35,6.21,种子生产,600354
2023-05-04,23.32,23.69,23.86,23.2,65456,154581096.46,2.83,1.67,0.39,9.58,其他种植业,300970
2023-05-04,6.62,6.48,6.63,6.35,599732,389702244.0,4.16,-3.71,-0.25,1.36,油服工程,600583
2023-05-04,3.4,3.43,3.44,3.36,104055,35528657.82,2.32,-0.58,-0.02,1.49,油服工程,300157
2023-05-04,18.63,18.92,19.17,18.22,802884,1502285275.0,4.91,-2.12,-0.41,2.83,油气开采,600938
2023-05-04,4.31,4.44,4.45,4.29,224466,98593844.0,3.64,0.91,0.04,4.63,油服工程,300164
2023-05-04,12.03,12.04,12.1,11.89,18904,22668183.2,1.73,-0.58,-0.07,0.72,油气开采,300483
2023-05-04,9.11,9.27,9.34,9.0,825228,760021959.0,3.66,-0.22,-0.02,1.26,油气开采,600256
2023-05-04,17.57,17.72,17.86,17.4,28002,49374960.0,2.56,-1.5,-0.27,1.27,油服工程,300191
2023-05-04,3.62,3.59,3.62,3.49,899423,319198857.0,3.52,-2.71,-0.1,0.88,油服工程,600968
2023-05-04,2.53,2.51,2.55,2.47,189653,47424243.0,3.2,0.4,0.01,0.84,油气开采,600759
2023-05-04,23.35,22.04,23.36,21.82,146508,326043508.0,6.5,-6.96,-1.65,3.9,燃气Ⅲ,603393
2023-05-04,11.4,11.43,11.52,11.36,24474,27984775.0,1.39,-1.04,-0.12,0.87,油服工程,603727
2023-05-04,8.01,8.05,8.09,7.86,56118,44988481.07,2.86,0.0,0.0,0.58,油气开采,000968
2023-05-04,4.56,4.84,4.91,4.47,1775120,831630181.0,9.38,3.2,0.15,3.18,油服工程,600339
2023-05-04,3.83,3.89,3.9,3.82,81208,31426914.36,2.06,0.26,0.01,2.36,油服工程,002629
2023-05-04,6.44,6.59,6.62,6.38,35234,23069923.0,3.69,1.38,0.09,1.35,油服工程,002207
2023-05-04,2.72,2.75,2.8,2.67,2175640,595311895.0,4.68,-1.08,-0.03,3.42,油气开采,600777
2023-05-04,8.09,8.31,8.34,8.03,48702,40134428.0,3.75,0.48,0.04,2.51,油服工程,002828
2023-05-04,17.4,17.62,17.7,16.97,114246,198994575.0,4.05,-2.27,-0.41,2.86,油服工程,603619
2023-05-04,15.61,15.89,15.95,15.2,91596,143183913.0,4.65,-1.55,-0.25,0.31,油服工程,601808
2023-05-04,2.22,2.29,2.3,2.2,935733,210606562.0,4.44,1.78,0.04,0.69,油服工程,600871
2023-05-04,17.07,17.03,17.34,16.75,48877,83279240.72,3.42,-1.22,-0.21,12.11,饲料,001366
2023-05-04,2.35,2.41,2.43,2.35,751536,180436833.0,3.42,2.99,0.07,2.05,粮油加工,600811
2023-05-04,3.53,3.54,3.56,3.51,74798,26459515.0,1.42,0.57,0.02,1.59,果蔬加工,300175
2023-05-04,7.61,7.73,7.74,7.58,41013,31530162.7,2.09,1.18,0.09,0.66,粮油加工,000505
2023-05-04,8.46,8.65,8.74,8.43,30857,26678819.0,3.63,1.17,0.1,0.83,其他农产品加工,002286
2023-05-04,3.59,3.6,3.65,3.57,78089,28169394.2,2.22,0.0,0.0,1.01,果蔬加工,000972
2023-05-04,9.34,9.45,9.49,9.24,230056,216483431.0,2.68,1.18,0.11,2.96,果蔬加工,600251
2023-05-04,18.13,18.12,18.25,18.0,4236,7686739.0,1.38,0.0,0.0,1.01,饲料,603151
2023-05-04,6.01,6.12,6.18,5.98,2232,1358599.01,3.31,1.16,0.07,0.45,饲料,832419
2023-05-04,2.99,3.01,3.02,2.96,11113,3338843.41,2.01,1.01,0.03,0.55,果蔬加工,832023
2023-05-04,7.46,7.52,7.55,7.46,64233,48242158.0,1.21,1.08,0.08,1.0,粮油加工,600127
2023-05-04,54.71,53.67,54.94,53.3,62532,337209355.1,2.99,-2.22,-1.22,0.38,饲料,002311
2023-05-04,13.88,13.9,13.97,13.7,23400,32370267.0,1.96,0.87,0.12,1.43,饲料,300673
2023-05-04,8.49,8.73,8.75,8.38,633617,543417496.0,4.25,0.34,0.03,2.96,其他农产品加工,600737
2023-05-04,5.77,6.04,6.08,5.76,108863,65141815.0,5.48,3.42,0.2,2.24,其他农产品加工,600191
2023-05-04,8.85,9.0,9.04,8.73,17901,15986657.0,3.5,1.58,0.14,0.82,饲料,001313
2023-05-04,11.98,12.0,12.1,11.91,54512,65421925.92,1.59,0.17,0.02,1.64,其他农产品加工,002661
2023-05-04,5.04,5.07,5.09,5.02,116222,58830756.39,1.38,0.2,0.01,1.75,饲料,002548
2023-05-04,18.36,18.6,18.93,18.36,38762,72425083.78,3.09,0.81,0.15,0.91,其他农产品加工,300138
2023-05-04,12.9,12.82,13.01,12.76,285676,366856681.98,1.92,-1.46,-0.19,0.63,饲料,000876
2023-05-04,3.2,3.2,3.24,3.15,9065,2892665.33,2.81,0.0,0.0,2.07,其他农产品加工,839371
2023-05-04,5.22,5.3,5.34,5.2,68172,36063266.05,2.66,0.76,0.04,0.62,其他农产品加工,002481
2023-05-04,15.82,15.91,15.92,15.71,11436,18085617.0,1.33,0.76,0.12,2.78,粮油加工,603182
2023-05-04,6.25,6.31,6.33,6.23,33049,20791107.4,1.6,0.96,0.06,0.95,饲料,002696
2023-05-04,21.67,21.58,21.8,21.36,20978,45200887.4,2.03,-0.42,-0.09,0.71,饲料,002891
2023-05-04,6.32,6.47,6.49,6.32,62948,40589957.0,2.68,1.89,0.12,1.43,果蔬加工,603336
2023-05-04,7.89,8.02,8.07,7.84,126550,100785504.22,2.92,1.65,0.13,0.68,其他农产品加工,000930
2023-05-04,10.24,10.33,10.4,10.09,110749,113635112.0,3.05,1.47,0.15,1.2,饲料,603609
2023-05-04,16.15,15.97,16.24,15.86,104513,167125051.0,2.34,-1.6,-0.26,2.4,饲料,603668
2023-05-04,14.96,15.02,15.1,14.73,104684,155909641.13,2.49,1.08,0.16,3.78,粮油加工,002852
2023-05-04,10.33,10.48,10.5,10.21,133504,138414075.45,2.69,-2.69,-0.29,4.12,其他农产品加工,000911
2023-05-04,7.58,7.7,7.7,7.52,46175,35350242.5,2.37,1.45,0.11,1.11,粮油加工,000019
2023-05-04,20.1,20.2,20.48,20.06,16109,32637597.15,2.05,-1.27,-0.26,1.21,其他农产品加工,300268
2023-05-04,43.3,43.46,44.2,43.01,129973,567217119.32,2.74,0.05,0.02,2.4,粮油加工,300999
2023-05-04,7.08,7.13,7.19,7.06,621443,443178202.68,1.84,0.85,0.06,1.89,饲料,002385
2023-05-04,16.99,16.82,17.21,16.8,73188,124118379.07,2.43,-0.47,-0.08,5.83,其他农产品加工,001338
2023-05-04,5.11,5.23,5.23,5.09,76009,39352038.0,2.75,2.75,0.14,2.85,饲料,000702
2023-05-04,23.81,21.9,23.95,21.4,125320,277668518.32,11.33,-2.67,-0.6,2.4,饲料,000048
2023-05-04,8.73,8.83,8.95,8.67,319960,281923093.68,3.24,2.32,0.2,2.36,饲料,002100
2023-05-04,7.4,7.08,7.43,7.06,561342,401208837.57,5.08,-2.88,-0.21,4.63,饲料,002567
2023-05-04,24.76,24.91,25.11,24.68,7439,18511259.5,1.74,0.61,0.15,1.48,其他农产品加工,003030
2023-05-04,9.85,9.83,9.99,9.74,99374,98096116.0,2.53,-0.51,-0.05,1.37,饲料,603363
2023-05-04,30.7,30.42,30.88,30.4,8329,25435567.0,1.56,-0.91,-0.28,0.3,其他化学原料,603938
2023-05-04,39.84,40.2,40.46,39.37,87235,348483427.0,2.7,-0.45,-0.18,1.29,氯碱,000818
2023-05-04,31.97,32.37,32.5,31.74,14792,47743005.66,2.38,1.22,0.39,3.49,无机盐,003017
2023-05-04,9.48,9.43,9.48,9.38,28203,26581243.0,1.05,-1.26,-0.12,0.38,氯碱,600618
2023-05-04,15.58,15.7,15.79,15.4,9162,14297195.65,2.5,0.64,0.1,1.07,其他化学原料,300927
2023-05-04,12.12,12.02,12.19,11.92,11484,13829806.63,2.28,1.43,0.17,0.86,其他化学原料,001217
2023-05-04,8.94,8.96,9.06,8.87,41889,37584943.0,2.13,0.22,0.02,3.08,无机盐,301256
2023-05-04,5.79,5.72,5.79,5.68,250700,143657709.0,1.9,-1.04,-0.06,1.21,纯碱,600409
2023-05-04,8.18,8.31,8.36,8.16,69706,57783954.07,2.43,0.97,0.08,0.57,其他化学原料,000990
2023-05-04,8.37,8.54,8.58,8.32,95947,81575122.0,3.09,1.55,0.13,1.46,其他化学原料,603227
2023-05-04,12.48,12.32,12.63,12.18,43004,53293709.0,3.6,-1.52,-0.19,1.47,无机盐,600367
2023-05-04,26.94,27.12,27.26,26.86,9730,26331448.96,1.47,0.0,0.0,1.8,其他化学原料,301118
2023-05-04,9.83,9.99,9.99,9.73,21863,21681731.92,2.66,2.25,0.22,0.95,钛白粉,300891
2023-05-04,8.0,8.17,8.23,7.98,39875,32444828.97,3.1,1.36,0.11,0.59,其他化学原料,300082
2023-05-04,11.81,11.74,11.87,11.6,52314,61289872.0,2.27,-1.18,-0.14,1.04,无机盐,603067
2023-05-04,6.3,6.65,6.65,6.25,252613,162571982.98,6.34,5.39,0.34,1.09,钛白粉,002145
2023-05-04,24.38,24.41,24.65,24.35,12413,30356383.08,1.22,-0.37,-0.09,0.88,其他化学原料,301069
2023-05-04,3.22,3.21,3.28,3.19,63291,20428998.0,2.85,1.58,0.05,0.79,其他化学原料,600423
2023-05-04,6.8,6.86,6.91,6.77,82234,56234926.01,2.03,-0.72,-0.05,0.81,氯碱,002386
2023-05-04,4.32,4.38,4.39,4.32,248714,108725302.0,1.61,0.92,0.04,0.29,氯碱,601216
2023-05-04,4.03,4.05,4.06,4.01,52773,21281502.0,1.24,0.5,0.02,0.28,氯碱,600935
2023-05-04,13.25,13.23,13.31,13.13,9071,11984933.0,1.35,-0.53,-0.07,0.58,氯碱,603213
2023-05-04,3.16,3.24,3.25,3.12,66165,21241901.42,4.05,0.93,0.03,0.67,钛白粉,000545
2023-05-04,4.75,4.88,4.91,4.75,37648,18276840.0,3.34,1.88,0.09,0.55,其他化学原料,600722
2023-05-04,2.84,2.9,2.92,2.8,49955,14417250.0,4.2,1.4,0.04,0.61,其他化学原料,600844
2023-05-04,7.33,7.26,7.35,7.2,272638,198081048.41,2.04,-1.22,-0.09,0.83,纯碱,000683
2023-05-04,11.53,11.56,11.6,11.42,28130,32371611.47,1.56,0.09,0.01,1.31,钛白粉,002136
2023-05-04,6.1,6.14,6.2,6.02,63135,38751038.1,2.95,0.49,0.03,1.11,氯碱,000510
2023-05-04,6.37,6.42,6.43,6.35,111037,70958096.0,1.25,0.31,0.02,0.6,其他化学原料,600623
2023-05-04,5.2,5.3,5.32,5.19,31709,16717638.0,2.49,1.53,0.08,1.0,氯碱,600319
2023-05-04,4.28,4.3,4.32,4.2,98861,42394840.0,2.82,1.18,0.05,3.06,其他化学原料,000691
2023-05-04,10.79,11.26,11.39,10.79,586065,649281913.13,5.0,-6.09,-0.73,4.0,其他化学原料,000830
2023-05-04,7.68,8.0,8.1,7.65,129791,102961074.04,5.89,4.71,0.36,1.38,其他化学原料,002274
2023-05-04,10.16,10.08,10.16,9.92,19734,19826042.0,2.36,-1.08,-0.11,0.82,氯碱,002748
2023-05-04,9.89,9.92,9.93,9.83,38807,38403695.0,1.01,0.3,0.03,0.5,无机盐,603299
2023-05-04,8.68,8.77,8.79,8.6,11057,9667268.0,2.18,0.8,0.07,0.38,无机盐,600714
2023-05-04,2.53,2.58,2.59,2.5,377431,96662080.6,3.52,0.78,0.02,1.22,氯碱,002002
2023-05-04,5.1,5.15,5.16,5.09,66830,34332763.0,1.36,0.39,0.02,0.53,氯碱,600075
2023-05-04,6.93,7.04,7.06,6.92,27815,19454326.0,2.01,1.29,0.09,0.24,其他化学原料,600746
2023-05-04,4.55,4.56,4.63,4.52,101623,46339230.68,2.41,0.0,0.0,0.97,其他化学原料,002109
2023-05-04,5.57,5.62,5.62,5.56,82719,46320452.0,1.08,0.72,0.04,0.32,氯碱,601568
2023-05-04,13.12,13.12,13.2,12.88,153498,200791219.0,2.43,-0.46,-0.06,0.21,其他化学原料,600989
2023-05-04,8.08,8.0,8.08,7.98,66514,53298555.0,1.24,-0.5,-0.04,0.62,无机盐,600929
2023-05-04,6.79,6.69,6.8,6.65,211388,141698688.65,2.18,-2.76,-0.19,3.42,其他化学原料,002469
2023-05-04,19.23,19.57,19.66,19.15,23878,46436379.0,2.64,1.29,0.25,0.65,其他化学原料,600955
2023-05-04,6.5,6.93,6.96,6.46,428615,291644649.94,7.65,5.96,0.39,1.66,氯碱,002092
2023-05-04,17.35,17.65,17.71,17.17,165411,288266044.78,3.12,1.91,0.33,1.0,钛白粉,002601
2023-05-04,5.28,5.08,5.3,5.0,9220,4679784.27,5.66,-4.15,-0.22,1.1,其他化学原料,430489
2023-05-04,5.04,5.03,5.07,5.0,104100,52412533.0,1.39,0.0,0.0,0.51,氯碱,601678
2023-05-04,8.78,8.98,9.01,8.75,223885,199336191.66,2.91,0.34,0.03,4.82,纯碱,000707
2023-05-04,14.0,14.37,14.44,13.87,104199,148754235.0,4.07,2.64,0.37,1.86,无机盐,600328
2023-05-04,7.35,7.38,7.42,7.31,116660,85932962.72,1.48,-0.54,-0.04,1.3,纯碱,000822
2023-05-04,10.92,11.15,11.24,10.92,95709,106523982.8,2.9,0.9,0.1,1.12,无机盐,002053
2023-05-04,9.01,9.01,9.1,8.85,30156,27026236.0,2.77,-0.11,-0.01,0.99,氯碱,000635
2023-05-04,13.17,13.22,13.34,13.09,39252,51823483.0,1.9,0.38,0.05,0.87,其他化学原料,600610
2023-05-04,4.05,4.06,4.06,3.98,245096,98716822.0,1.95,-0.98,-0.04,0.69,氯碱,600277
2023-05-04,2.24,2.27,2.31,2.23,150195,34196077.0,3.56,0.89,0.02,0.83,其他金属新材料,600255
2023-05-04,10.04,10.44,10.67,10.04,99934,104692394.85,6.24,3.47,0.35,2.59,其他金属新材料,000633
2023-05-04,8.69,8.86,8.9,8.69,98593,87187295.2,2.39,1.03,0.09,0.96,其他金属新材料,000969
2023-05-04,20.57,19.9,20.79,19.8,68355,137823740.26,4.75,-4.6,-0.96,10.17,其他金属新材料,300963
2023-05-04,15.6,15.14,15.66,15.03,16190,24692641.0,4.05,-2.7,-0.42,0.71,其他金属新材料,688102
2023-05-04,16.19,16.69,16.74,16.12,45183,74478789.18,3.82,2.71,0.44,1.98,磁性材料,300127
2023-05-04,13.93,14.18,14.3,13.9,19460,27576769.0,2.86,1.43,0.2,1.41,其他金属新材料,603045
2023-05-04,17.2,17.35,17.55,17.2,9750,16938405.0,2.02,0.35,0.06,0.59,其他金属新材料,603978
2023-05-04,27.59,27.41,27.78,27.36,45591,125365253.52,1.51,-1.65,-0.46,0.65,磁性材料,300748
2023-05-04,8.37,8.34,8.46,8.3,95980,80221225.0,1.9,-0.95,-0.08,0.97,磁性材料,600366
2023-05-04,24.6,25.28,25.45,24.52,7501,18858149.76,3.72,1.2,0.3,2.54,其他金属新材料,300930
2023-05-04,11.81,11.93,12.07,11.79,112130,133750049.77,2.36,0.51,0.06,0.92,磁性材料,000970
2023-05-04,44.5,43.8,45.91,43.6,7963,35455664.0,5.15,-2.41,-1.08,1.51,其他金属新材料,688786
2023-05-04,12.32,12.36,12.48,12.26,59449,73709352.58,1.79,0.32,0.04,0.73,磁性材料,300224
2023-05-04,78.3,77.9,81.27,77.12,14291,112669925.0,5.56,4.33,3.23,2.59,其他金属新材料,688190
2023-05-04,36.64,36.3,37.13,34.0,24429,86634304.0,7.98,-7.42,-2.91,5.42,磁性材料,688077
2023-05-04,48.57,47.52,49.2,46.7,55230,263393975.54,5.1,-3.02,-1.48,3.28,其他金属新材料,300855
2023-05-04,25.0,24.79,25.8,24.7,6472,16153657.68,4.33,-2.4,-0.61,1.22,其他金属新材料,831152
2023-05-04,14.94,14.78,15.06,14.63,131036,193942203.0,2.91,-0.14,-0.02,1.77,其他金属新材料,601137
2023-05-04,100.02,98.06,100.3,97.24,14933,146877923.6,3.08,-1.46,-1.45,1.73,磁性材料,300811
2023-05-04,6.38,6.39,6.42,6.35,89921,57403529.06,1.09,-0.31,-0.02,0.79,磁性材料,000795
2023-05-04,9.46,9.57,9.63,9.41,121627,116409927.91,2.33,1.27,0.12,1.63,磁性材料,002057
2023-05-04,30.75,29.38,30.79,29.1,38826,115433225.5,5.48,-4.76,-1.47,5.67,磁性材料,300835
2023-05-04,19.0,18.98,19.18,18.82,144037,273529430.2,1.89,-0.11,-0.02,0.9,磁性材料,002056
2023-05-04,4.08,4.23,4.28,4.0,353042,147385703.27,6.93,4.7,0.19,0.95,普钢,000761
